dataset,dataset_role,model,checkpoint,run_id,perturbation,artifact_label,group,role,strength,mean_cosine_distance,median_cosine_distance,cosine_distance_ci_lower,cosine_distance_ci_upper,linear_probe_original_accuracy,linear_probe_perturbed_accuracy,linear_probe_accuracy_drop,linear_probe_accuracy_drop_ci_lower,linear_probe_accuracy_drop_ci_upper,correct_to_incorrect_rate,correct_to_incorrect_ci_lower,correct_to_incorrect_ci_upper,knn_k,knn_accuracy_drop,knn_prediction_change_rate
UCF101,appearance-rich / context-correlated contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,ucf101-c50-train100-heldout30-slowfast-r50-8x8-frozen-linear-probe,spatial_blur,spatial-blur-mid,appearance,fixed_mid,,0.06082041561603546,0.05099347233772278,0.05886686220765114,0.06289992481470108,0.9940000176429749,0.9800000190734863,0.014000000432133675,0.00800000037997961,0.02133333310484886,0.01600000075995922,0.009999999776482582,0.02266666665673256,5,0.013333333333333308,0.018666666666666668
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,temporal_shuffle,temporal-shuffle-mid,motion,fixed_mid,,0.20533856749534607,0.20351725816726685,0.19795925915241241,0.21219460666179657,0.08958332985639572,0.07083333283662796,0.01875000074505806,-0.010416666977107525,0.050052136182785034,0.07083333283662796,0.049947917461395264,0.09583333134651184,5,0.010416666666666671,0.8666666666666667
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,freeze_tail,freeze-tail-low,motion,curve,low,0.045089174062013626,0.03764408826828003,0.0426107682287693,0.04763399809598923,0.08958332985639572,0.08541666716337204,0.004166666883975267,-0.01875000074505806,0.02708333358168602,0.03750000149011612,0.02083333395421505,0.05624999850988388,5,0.008333333333333331,0.6041666666666666
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,freeze_tail,freeze-tail-mid,motion,curve,mid,0.13684922456741333,0.11652344465255737,0.1306321769952774,0.14304202795028687,0.08958332985639572,0.08124999701976776,0.008333333767950535,-0.02083333395421505,0.03958333283662796,0.06875000149011612,0.04791666567325592,0.09375,5,0.0,0.7854166666666667
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,freeze_tail,freeze-tail-high,motion,curve,high,0.26478034257888794,0.24146044254302979,0.2550428807735443,0.2740529775619507,0.08958332985639572,0.06458333134651184,0.02500000037252903,-0.004166666883975267,0.05624999850988388,0.0729166641831398,0.0520833320915699,0.09791667014360428,5,0.01666666666666667,0.9083333333333333
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,color_transform,color-low,appearance,curve,low,3.334122447995469e-05,2.753734588623047e-05,3.1286141165765e-05,3.539184763212688e-05,0.08958332985639572,0.08958332985639572,0.0,-0.0062500000931322575,0.0062500000931322575,0.0020833334419876337,0.0,0.0062500000931322575,5,-0.002083333333333326,0.029166666666666667
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,color_transform,color-mid,appearance,curve,mid,0.0009018225246109068,0.0007542669773101807,0.0008539683767594397,0.0009506148635409772,0.08958332985639572,0.09375,-0.004166666883975267,-0.014583333395421505,0.0062500000931322575,0.004166666883975267,0.0,0.010416666977107525,5,-0.002083333333333326,0.15625
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,color_transform,color-high,appearance,curve,high,0.009252125397324562,0.00776517391204834,0.008776684291660786,0.009735042229294777,0.08958332985639572,0.09375,-0.004166666883975267,-0.02291666716337204,0.014583333395421505,0.01875000074505806,0.008333333767950535,0.03333333507180214,5,0.004166666666666666,0.38333333333333336
Diving48,fine-grained motion / pose contrast,SlowFast R50 8x8,facebookresearch/pytorchvideo:slowfast_r50,diving48-c32-train50-heldout15-slowfast-r50-8x8-frozen-linear-probe,spatial_blur,spatial-blur-mid,appearance,fixed_mid,,0.005340942647308111,0.004510670900344849,0.0050362092442810535,0.005669468082487583,0.08958332985639572,0.09791667014360428,-0.008333333767950535,-0.02500000037252903,0.0062500000931322575,0.010416666977107525,0.0020833334419876337,0.02083333395421505,5,-0.010416666666666657,0.31666666666666665
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,temporal_shuffle,temporal-shuffle-mid,motion,fixed_mid,,3.794828984382548e-08,0.0,3.524621305928122e-08,4.084904858814298e-08,0.29733332991600037,0.29733332991600037,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,freeze_tail,freeze-tail-low,motion,curve,low,0.00289666885510087,0.0016747117042541504,0.00271509843878448,0.003085602540522814,0.29733332991600037,0.2993333339691162,-0.0020000000949949026,-0.00800000037997961,0.004000000189989805,0.006666666828095913,0.0026666666381061077,0.010683349333703518,5,0.0006666666666666765,0.08466666666666667
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,freeze_tail,freeze-tail-mid,motion,curve,mid,0.020853504538536072,0.013448148965835571,0.019792139530181885,0.022039102390408516,0.29733332991600037,0.2919999957084656,0.005333333276212215,-0.005333333276212215,0.017999999225139618,0.02866666577756405,0.020666666328907013,0.03799999877810478,5,-0.0013333333333333253,0.21133333333333335
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,freeze_tail,freeze-tail-high,motion,curve,high,0.05514033883810043,0.03741970658302307,0.052383627742528915,0.058008309453725815,0.29733332991600037,0.27666667103767395,0.020666666328907013,0.007983334362506866,0.03466666489839554,0.05000000074505806,0.03999999910593033,0.06066666543483734,5,0.007333333333333331,0.3413333333333333
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,color_transform,color-low,appearance,curve,low,6.195783498696983e-05,4.3511390686035156e-05,5.893636625842191e-05,6.499006849480793e-05,0.29733332991600037,0.2980000078678131,-0.0006666666595265269,-0.0020000000949949026,0.0,0.0,0.0,0.0,5,0.0,0.015333333333333332
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,color_transform,color-mid,appearance,curve,mid,0.0008359329076483846,0.0006528794765472412,0.0008058137609623373,0.0008672301191836596,0.29733332991600037,0.29866665601730347,-0.0013333333190530539,-0.004666666500270367,0.0020000000949949026,0.0020000000949949026,0.0,0.004666666500270367,5,-0.0006666666666666488,0.059333333333333335
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,color_transform,color-high,appearance,curve,high,0.007709059864282608,0.006421595811843872,0.007456422317773104,0.007960837334394455,0.29733332991600037,0.3019999861717224,-0.004666666500270367,-0.012666666880249977,0.0033333334140479565,0.01133333332836628,0.006666666828095913,0.01733333244919777,5,0.0,0.14
SSV2,motion-oriented,DINOv2 frame-mean,facebook/dinov2-base,ssv2-c50-train100-heldout30-dinov2-base-frame-mean-frozen-linear-probe,spatial_blur,spatial-blur-mid,appearance,fixed_mid,,0.04830054193735123,0.04009672999382019,0.04668950289487839,0.049982186406850815,0.29733332991600037,0.2906666696071625,0.006666666828095913,-0.006000000052154064,0.019350016489624977,0.03733333200216293,0.02800000086426735,0.047333333641290665,5,0.01200000000000001,0.336
