perturbation,artifact_label,group,role,strength,mean_cosine_distance,median_cosine_distance,cosine_distance_ci_lower,cosine_distance_ci_upper,linear_probe_original_accuracy,linear_probe_perturbed_accuracy,linear_probe_accuracy_drop,linear_probe_accuracy_drop_ci_lower,linear_probe_accuracy_drop_ci_upper,correct_to_incorrect_rate,correct_to_incorrect_ci_lower,correct_to_incorrect_ci_upper,knn_k,knn_accuracy_drop,knn_prediction_change_rate
temporal_shuffle,temporal-shuffle-mid,motion,fixed_mid,,0.09065679460763931,0.08733195066452026,0.08897920697927475,0.0924597904086113,0.6279527544975281,0.443569540977478,0.18438319861888885,0.16076114773750305,0.2106299251317978,0.23228345811367035,0.21258202195167542,0.25262466073036194,5,0.05183727034120733,0.44816272965879267
freeze_tail,freeze-tail-low,motion,curve,low,0.0170750729739666,0.010702431201934814,0.016172433272004128,0.018020257353782654,0.6279527544975281,0.6036745309829712,0.024278216063976288,0.009169947355985641,0.040682416409254074,0.06299212574958801,0.051837269216775894,0.07547573745250702,5,0.003937007874015741,0.24343832020997375
freeze_tail,freeze-tail-mid,motion,curve,mid,0.03981686383485794,0.03141379356384277,0.038308463990688324,0.04136510193347931,0.6279527544975281,0.5544619560241699,0.07349081337451935,0.0544455386698246,0.09383202344179153,0.11811023950576782,0.1030183732509613,0.1351706087589264,5,0.053149606299212615,0.35826771653543305
freeze_tail,freeze-tail-high,motion,curve,high,0.08877693861722946,0.0788949728012085,0.08651455491781235,0.09126810729503632,0.6279527544975281,0.4527558982372284,0.17519685626029968,0.15223097801208496,0.20078739523887634,0.21128608286380768,0.19092847406864166,0.2335958033800125,5,0.1043307086614173,0.5013123359580053
color_transform,color-low,appearance,curve,low,3.719603773788549e-05,2.917647361755371e-05,3.56177770299837e-05,3.887228012899868e-05,0.6279527544975281,0.6286089420318604,-0.0006561679765582085,-0.003937007859349251,0.0019685039296746254,0.001312335953116417,0.0,0.0032808398827910423,5,0.0,0.015091863517060367
color_transform,color-mid,appearance,curve,mid,0.0009897627169266343,0.0008868873119354248,0.0009674413013271987,0.0010141192469745874,0.6279527544975281,0.6318897604942322,-0.003937007859349251,-0.011811023578047752,0.0032808398827910423,0.009842519648373127,0.005249343812465668,0.015091863460838795,5,0.0059055118110236116,0.08005249343832022
color_transform,color-high,appearance,curve,high,0.012507947161793709,0.011467993259429932,0.01223986130207777,0.012782399542629719,0.6279527544975281,0.6056430339813232,0.022309711202979088,0.006561679765582085,0.03807416558265686,0.05839895084500313,0.047883860766887665,0.07088256627321243,5,0.0059055118110236116,0.24606299212598426
spatial_blur,spatial-blur-mid,appearance,fixed_mid,,0.14703641831874847,0.14486223459243774,0.14513815939426422,0.14898572862148285,0.6279527544975281,0.4875327944755554,0.14041994512081146,0.11546915769577026,0.16338582336902618,0.18766404688358307,0.16797900199890137,0.2067093402147293,5,0.18438320209973752,0.6751968503937008
