perturbation,group,mean_cosine_distance,median_cosine_distance,mean_l2_distance,mean_relative_l2_distance,knn_k,all_perturbed_accuracy,all_accuracy_drop,train_seen_perturbed_accuracy,train_seen_accuracy_drop,prediction_change_rate
single_frame,motion,0.024057459086179733,0.017450004816055298,2.809192657470703,0.2055557668209076,1,0.025333333333333333,0.05866666666666667,0.025333333333333333,0.05866666666666667,0.8973333333333333
temporal_shuffle,motion,0.02287355065345764,0.013153791427612305,2.5174107551574707,0.18423813581466675,1,0.037333333333333336,0.04666666666666667,0.037333333333333336,0.04666666666666667,0.8206666666666667
temporal_reverse,motion,0.010013997554779053,0.0032198727130889893,1.4673422574996948,0.10708881914615631,1,0.05466666666666667,0.029333333333333336,0.05466666666666667,0.029333333333333336,0.576
freeze_tail,motion,0.004983745981007814,0.0029893815517425537,1.1999469995498657,0.08792147040367126,1,0.059333333333333335,0.02466666666666667,0.059333333333333335,0.02466666666666667,0.6366666666666667
center_occlusion,appearance,0.0027728218119591475,0.0026792585849761963,1.026992917060852,0.07495246082544327,1,0.08533333333333333,-0.0013333333333333253,0.08533333333333333,-0.0013333333333333253,0.5566666666666666
grayscale,appearance,0.0019155950285494328,0.0016258656978607178,0.8116400837898254,0.059304870665073395,1,0.08533333333333333,-0.0013333333333333253,0.08533333333333333,-0.0013333333333333253,0.356
